2020-05-27|ゆったりと過ごしたい日<br>ゆったりと過ごしたい日です。日ごろ、すべきことに追われ、忙しくしているのなら特に、できれば緊急用件以外は後回しにしたいところです。好きな本や雑誌、写真集を眺めたり、音楽を聴きながら想像の世界に遊ぶなど、インドアライフを楽しんでください。きっと、大いにリラックスできるでしょう。そんな時間の中から、「いつかはこんなことをしたい」「こんな人になりたい」という、将来の夢も浮かび上がります。;72|異性から好意を寄せられるものの、それに対して優柔不断な態度を取ってしまい、きっかけをふいにしてしまうことがありそうです。自分の意思できちんと決断することが、ステキな恋を手にするヒケツとなるでしょう。;2|臨時収入があって気分が上がりそう。ただし、衝動買いには注意。買うなら前から欲しかったものがベスト。;5|大きな利益を生む仕事を任されるかもしれません。ものおじせずに突き進んでください。;10
2020-05-28|仲間と一緒に過ごして充電を<br>気の合う仲間と一緒に過ごす時間が、今日のあなたにとってなにより貴重なものに感じられることでしょう。ありのままの姿を受け入れ合える関係は大切。それをいっそう深めることが、あなたを十分に癒やし、同時に成長させてくれます。また、クリエイティブな能力を発揮したくなるので、どんなふうに自分を表現すればいいか、信頼できる人に助言を求めて。新しいツールやサービスを使いこなして、おもしろい写真が撮れる可能性もある日です。;77|恋とそれ以外のバランスを崩しがちです。気持ちの切り替えがうまくいかず、目の前のことにかかりきりになりそう。あなたが相手をしてくれず、寂しがっている異性もいますが、今日は割り切って、自分のことに集中したほうがいいでしょう。;3|買い物で失敗しそうな日。欲しいものを見つけても、しばし、購入を検討したほうがいいでしょう。;6|仲間を大切にすることで運気が上昇します。一歩引いた姿勢が、結果的にうまくいきそう。;9
2020-05-29|トキメキを大切にしたい日<br>運気は快調で、あなたのアイデアが注目される日です。発表の機会にも恵まれるでしょう。自信をもって披露すれば、あこがれのステージに、大きく歩を進めることができそうです。不安はあるでしょうが、「自分なんか……」と謙遜（けんそん）しすぎないことです。謙遜は美徳ではありますが、今日はせっかくのチャンスの芽を摘み取ってしまうことになりかねません。人の目など気にせず、あなた自身のトキメキを優先させ、思い切って声を出していきましょう。;84|恋愛を思い通りに進めることができそう。特に経済的なアクションが恋にプラスに働きます。贈り物をして喜ばれるとか、将来にある程度の見通しをつけることができそうです。結婚を意識することもあるでしょう。;9|情報の共有が金運アップにつながる日。自分から情報を出せば、周りからも有効な情報が寄せられてきます。;9|上からの監視の目がキツくなりそう。自由にできなくて息苦しい思いをするかも。;3
2020-05-30|人の言葉に素直に耳を傾けて<br>人の言葉に素直に耳を傾けたい日です。あなたのことを大切に思ってくれている人から、少し厳しい指摘があるかもしれません。「人は人、自分は自分」と考えるのは自然な心の働きですが、客観的な意見を言ってくれる相手を大切にしたいもの。そんな心の余裕が、あなたをより魅力的にします。人のために何かをしてあげたい気持ちも刺激されますが、本音を伝えるだけでなく、思いやりのある表現を心がけると間違いがありません。;53|恋愛運はまずまず。交際の範囲が広がり、複数の魅力的な人と接することができそうです。その中に、好みにピッタリのステキな人を見つけられる予感があります。好きな異性との間には、新しい楽しみができるかもしれません。;4|必要なお金が足りなかったら、家族や親しい人に相談を。物の援助であっても、ありがたく受け取りましょう。;3|社外活動にツキがあります。積極的に参加することで仕事にも好影響があります。;2
2020-05-31|事務処理を優先させて<br>集中力不足で、考えがまとまりにくいかもしれません。ですから、今日はアイデアを練るよりも、事務処理を優先させましょう。「自分ができることだけをやる」と決め、淡々とこなしていってください。「いつもなら、もう少し頑張れば、いい案も浮かぶのに……」とイライラすることもあるでしょう。でも、今日は昨日と同じではありません。「こんな日もある」と気持ちを切り替えるようにしましょう。そして、人にもゆったりと優しく接するようにしてください。;60|余裕をもてないよう。自分のことで手いっぱいになってしまい、他の人を思いやる余裕がないようです。その結果、異性へのアピール度も低下。家族との接触を増やし、気持ちを安定させることが、恋愛運回復の近道です。;3|金銭面での期待がはずれ、暗い気持ちになりそう。こんな日もあると気持ちを切り替えてください。;2|駆け引きに勝てそうです。縦横無尽の活躍で、あなたへの周囲からの信頼度もアップするでしょう。;8
2020-06-01|手助けを得られそう<br>自分ひとりだけの力ではなく、多くの人の力を得て、一歩前に進むことができる日です。長所は伸ばし合い、短所は補い合うことができるので、たいていの問題はクリアしていくことができそう。また、人の長所に関してよく観察すると、「ひょっとしたら、自分にもできることなのでは？」と思えるはず。それは新しい世界を切り開いていくためのカギとなるので、見逃さないようにしてください。;89|ある程度、気持ちにコントロールがきくので、順調に恋を進めることができるでしょう。自分を魅力的に演出することもできます。得意なことをアピールできれば、異性はあなたに好意をもってくれるはずです。;5|気になっていた物が安価で入手できそう。リサイクルショップやフリーマーケットでお宝発見の可能性も。;10|あなたの能力が試されるとき。自分の考えは、はっきり言葉にして伝えたほうがうまくいきます。;7
2020-06-02|人間関係が広がりそう<br>意外なところで人との縁がつながっていきそう。人見知りをしたり、相手を「こういう人」と決めつけたりせず、どんどん人と関わっていきましょう。思いがけないお楽しみができたりしそうです。また、よくわからなくて困っていることや、あなたの苦手分野に関してはその道のエキスパートに聞くこと。代わりに、あなたの知識や経験から、相手に役立ちそうなものを提供してください。情報を交換するイメージです。;96|気がきく働き者になれそうです。かいがいしく動き回るあなたに、異性も心ときめくはず。気づかないところで、あなたのことをまぶしい目で見ている人もいます。周りは気にせず、何かに没頭すると、あなたの輝きが増します。;9|自分磨きのための出費は、値段ではなく、質や内容重視で判断すると、満足感や充実感を得られます。;10|社会人としての今の自分を見直してみて。正すべきところはきちんと正すようにしましょう。;7
2020-06-03|人とのつながりを意識する日<br>人とのつながりを意識する日です。周りの人たちの才能や魅力に触れ、わくわくできそうですから、気になる人に近づいてみましょう。新しい世界が広がっていく感覚があります。過去の人間関係がネット上のサービスによって掘り起こされるといったこともありそうです。また、物事が起こった原因を知りたいと思ったら、そのままにせず、その場で調べたり人に訪ねたりしてください。スッキリするうえ、知識も増えます。;92|恋の実りという運気です。メールなどを通して愛の告白を受けそう。こまめにチェックするようにしましょう。また、恋愛をテーマとした歌があなたの気持ちにぴったりはまって、励まされます。曲を聴いて、気持ちを盛り上げて。;6|お買い得品に縁がある日。特に食材を買う場合は、近所のスーパーに足を運ぶのをオススメします。;10|約束が重なってしまい、調整に苦心するかもしれません。誠意ある態度で、うまくいくでしょう。;7
2020-06-04|笑顔がさらなる幸運を運ぶ<br>今日のあなたは魅力的。いろいろな人があなたのところに集まってきそうです。気負うことなく、自信をもって自分をアピールしましょう。あなたの笑顔が、さらなる幸運を呼び寄せます。楽観的になるほど、今日はうまくいきます。そして、今日会う人から、ほしかったチャンスを与えてもらえる可能性もあります。どんなチャンスがほしいのか、さりげなく伝えられるよう、フレーズを用意しておくといいでしょう。;72|異性から注目を浴びそう。あなた本来の魅力が評価され、ステキな恋が舞い込むでしょう。異性から追いかけられることもありそう。何事にも動じない態度でいると、モテ度はよりアップしそうです。ただし、傲慢な態度はNGです。;5|ツボを押さえたお金の使い方ができそうです。先輩や仲のいい友だちと行動をともにするといいでしょう。;9|権威に押しつぶされそうな出来事がありそう。でも、今こそがふんばりどき！;2
2020-06-05|悩みが解決しそう<br>悩んでいたことに、解決法がもたらされそうな日。これまでいかに自分が小さなことで頭を悩ませていたか、はっと気がつくような瞬間がありそう。止まっていた物事が、今日を境に一気に動き始める可能性もあります。安心感で満たされるでしょう。きちんと決着がつくよう、気を抜かず、最後まで頑張ってください。また、人から大事なものを受け継ぐということもあるかもしれません。これまでの苦労や喜びについて、詳しく聞くといいでしょう。;68|愛の贈り物があるかもしれません。相手の思いをしっかりと受け止めて。出会いを求めていた場合は、ステキな人が近づいてきそうです。決まった相手に誠実に愛を注いできた場合には、相手から大きな愛を返してもらえるでしょう。;4|ちょっと得をしようと変わったことをすると、裏目に出て、かえって出費が増えそう。普段通りの行動が無難。;2|周りの人の進め方を部分的にとり入れてみましょう。仕事がスムーズに流れます。;8
2020-06-06|新しいことへの意識が高まりそうな日<br>何か新しいことを始めたい、という意識が高まる日です。やる気を促進する情報を得られたり、援助が期待できたりと、物事をスタートさせるのに必要な条件も整うでしょう。やってみたかった趣味、スポーツを始める、また資格取得の申し込みにも最適なタイミング。これまで緊張感を伴っていた人との関係が、少しずつ様子を変えていく気配もあります。お互いに、相手のリアクションのパターンに慣れてきたことが大きいようです。;80|変わった運気。周りからの人気がいまひとつの異性に引きつけられそう。あるいは、自分だけの恋を追求したい気持ちになります。そのまま突き進んで吉。恋を楽しもうとする気持ちが、よりよい恋を引き寄せるヒケツとなるでしょう。;3|普段は行かない店にツキがあります。敷居が高いと思っていた店ほど幸運が待ち受けているでしょう。;10|責任のある仕事を任されそう。途中で失速せず、最後までやりとげられるよう段取りを。;7
2020-06-07|経験を生かし、人を助ける日<br>あなたの経験が生きる日です。これまで努力して伸ばしてきたあなたのスキルが認められ、人を助ける場面がありそう。自分の能力を出し惜しみせず、存分に腕をふるってください。ここで成功することが、また新たな成功を呼び込みます。ですから、まずはどんな小さなことでも、最後までやり抜いて達成することが大切。活躍している自分の姿をイメージして、いろいろなことにチャレンジしていきましょう。;76|焦ってしまいそう。愛を表現せずにはいられない気持ちになるかもしれません。ただ、そんなあなたに相手の気持ちが追いつかないことも。あなたが一方的に愛を示すような状況になりそうです。あまり過剰な恋愛表現は避けたほうが無難です。;6|予定外の出費を強いられそう。でも、周囲への気配りのための出費なら無駄にはなりません。;6|これまであった仕事上の束縛がなくなりそう。自由に動けることで、気分がグンと楽になるでしょう。;5
2020-06-08|人の助けは素直に受け取って<br>言葉と行動が伴わないことが多そうな日。頭の中ではシミュレーションできているのに、うまく行動に移せずにもどかしい思いを抱えてしまいそうです。自分ひとりで成し遂げたい気持ちも強いでしょうが、今日は人の助けを借りたほうがよさそう。信頼できる人などに意見を求めてみましょう。また、言葉が少しきつくなってしまう傾向があるので要注意。発言をするときは、人の気持ちになることが大事です。優しさを忘れないで。;56|恋の予感を敏感に感じるでしょう。会う人ごとに「この人とつき合ったら……」と胸騒ぎがしてしまうかもしれません。常に心がときめき、精神的に忙しい日になりそうです。でも、そんなドキドキが、あなたを光り輝かせてくれるでしょう。;3|人とのかかわりが金運につながる日。特に、目上の人や販売員には気さくに話しかけるといいでしょう。;7|理由もなくイライラして、仲間に八つ当たりしてしまいそうです。冷静になって。;1
2020-06-09|あとは前進するのみです<br>あなたがすでに手にしているものを、これからどう調理するかが重要なポイントになるでしょう。どんなに良い食材や環境が整っていたとしても、いい料理人がいなければ、おいしい料理はできません。実はもう、必要な道具は与えられています。あとは、それらを組み合わせ、前進する意志をもつだけです。今日、あなたが夢や目標に向けて勇気ある一歩を踏み出したなら、さらに良い情報や材料が集まるでしょう。;52|恋愛対象として見ていなかった人に心ときめく日。仕事仲間やただの友人が、突如としてステキに見えそうです。恋の予感に運気は活気づくでしょう。でも、ただのカン違いということもありえるので、相手をよく見ることが大切です。;3|人から預かったお金、借りた品物の取り扱いには十分注意を払いましょう。あなたの人間性も見られることに。;1|少しスローペースで仕事をしてみては？　あわててこなしても成果はあがりません。;2
