2018-01-20|細やかな配慮で物事を進められる日<br>複数の人と力を合わせ、物事を進めていくこととなりそう。今日のあなたは細やかな気配りができるので、周囲の人も心を許し、いろいろなことを頼んでくるかもしれません。でも体力的、時間的に無理なことを頼まれたら、丁重にお断りをするのがおすすめ。そんなときは、「この人にお願いしてみては？」とか「別の日だったら大丈夫」といったフォローの言葉を添えてくださいね。夜は、自宅でゆっくり趣味を楽しむ時間をつくりましょう。;59|あなたに秘められた荒々しい力が噴出しそうです。情熱的になりすぎて、異性をびっくりさせることもあるでしょう。一方、熱烈な恋に結びつくきっかけをつくることもありそう。少しパワーをセーブするくらいにすると安心でしょう。;3|高額な物をすすめられ、心が動いてしまうかも……。でも、今、欲しいものでなければ、断る勇気を。;4|共同作業ではテリトリーを横取りされ、悔しい思いをしそう。自分の意思はしっかり伝えて。;5
2018-01-21|あなたのコツを人に伝授する日<br>あなたにとっては簡単なことでも、人にはハードルが高いとか、大げさな儀式を必要とすることがあると気づくでしょう。それぞれのやり方ですから、からかったりしないよう気をつけて。相手が苦労しているようなら、あなたのコツを伝授するのもいいでしょう。そのとき、相手があまり心を開かない様子を見せたら、無理じいはしないでください。そばにいて見守ってあげる、笑顔を向けるだけでも相手の力になるはずです。;70|いいことがありそうな予感。ひと目ぼれされるとか、愛の告白を受けるということもあるかもしれません。焦って失敗してしまう可能性も少なくはありません。でも、自分の気持ちに素直になると、上手に幸運を受け取れそうです。;2|家族や、親しい友人と買い物に出かけると、おごってもらえるチャンスがあるかもしれません。;9|仕事に集中できずに、なかなか前に進めません。こんな日もある……と開き直ったほうがベター。;4
2018-01-22|人との考え方の違いを感じる日<br>相手の考え方についていけないと思うことがあるかもしれません。真っ向から反対したり、相手をねじ伏せようとしたりする必要はありません。この世界にはさまざまな人がいて、いろいろな考え方があって、それでいいのだと、ひとまず肯定してください。そのうえで、どうしてもうなずけないものや、あなたがネガティブになってしまう情報は受け取らないようにすればいいでしょう。そうすることで、あなたのコンディションは保たれるはずです。;71|あなたの「素」の部分が光り輝く予感。ゆったりした気持ちで過ごせて、異性ともおおらかにつき合うことができるでしょう。劇的な変化などは望めないかもしれませんが、穏やかに愛をはぐくむことが可能です。;7|生活費の一部が浮きそうな予感。臨時収入に期待してもいいかも。;5|自分のやってきたことが人からどう思われているか、急に心配になります。;3
2018-01-23|新しいテーマが現れ、胸が高鳴る日<br>活発な運気のなかで、新たなテーマ、取り組むべき課題が現れてきそうです。それはあなたの胸を高鳴らせるでしょう。それを推し進めていくのに、多少の困難は予想できるものの、喜びや楽しみもそれ以上に多いと期待できるはず。今日はパワーも集中力もあるので、さっそく取りかかってみては？　ただ、あまりにも夢中になりすぎて周りが見えなくなる恐れがあります。もし、誰かから声がかかったら、立ち止まり、話を聞く余裕をもつようにしましょう。;78|ちょっとした幸運を見つけることができそう。異性の何気ないひとことにも感動でき、充実感を味わえるでしょう。そんなピュアな姿が、周りの異性の心に響きそう。異性からいつも以上に優しくしてもらえそうです。;2|仲間やパートナーが協力を申し出てくれて、今後のやりくりに気合いが入りそう。;6|あなたの思いや考えが通るようになり、仕事環境が安定します。;10
2018-01-24|自分の個性を大事にすることで成功<br>今日はあなたらしく行動して、笑顔で過ごせば、たいていの問題は解決します。ちょっとしたトラブルは、関係者みんなで協力して乗り越え、大きな達成感を分かち合えるでしょう。そんな中で、人に合わせすぎず、自分の個性を大事にすることが、周囲にいい影響をもたらします。言うべきことは、言葉とタイミングを選んでしっかり伝えるなど、自分を強く保ちましょう。服を選ぶならば、これまで入ったことのないお店でぴったりのものが見つかりますよ。;85|他の人の世話ばかりして、自分の恋をないがしろにしがちです。恋愛に消極的になっているように周りには見えるかもしれません。あなたのことを好きな異性も戸惑うばかりでしょう。もっと自分のことを大切にすれば、恋運も上向きます。;7|いらないものにまで手が出てしまいがちなので要注意。欲しいものだけ買うようにすれば、金運アップ。;6|デート中に仕事の呼び出しがかかりガッカリ。でも、恋人には真剣な姿をアピールできそう。;7
2018-01-25|プラス思考でいきましょう<br>何をしているときも孤独を感じがちな日。人の集まる場所にいても、ひとり取り残されているような気分になってしまいそうです。そのために、どのような行動をとったらいいか迷いがちです。孤独を感じるのは、なにかあったわけではなく、あなたの思い過ごしでしょう。誰にでもそんな日はあるものです。それよりもひとりで自由な時間を楽しむようにしてください。笑えるものやかわいいものを見たりすれば、きっと前向きになれますよ。　　;54|恋の意欲が下がる暗示。異性が求める自分像と、自分自身がこうありたいと願う姿がくい違い、恋愛運もダウン。ただ、あまり乗り気になれないだけで、これ以上悪いことにはなりません。あとは気持ちが上向けば、恋愛運も上がるでしょう。;3|自分のやりたいことに執着しすぎて、無駄に出費が……。お財布の中を常にチェックするくせを。;3|上司と部下の間にはさまれ、悩みそう。客観視できる社内の人に助けてもらって。;3
2018-01-26|言葉のセンスがさえる日<br>言葉のセンスがさえる日。今日のあなたのなにげないひとことが人の心に響いて、相手からひそかに感謝されそうです。あなた自身もネットや雑誌などで印象的な言葉に出会うでしょう。一方、なんとなく人づき合いが重く感じられてしまう傾向もあるので、お誘いには無理に応じないほうがいいでしょう。夜は軽いエッセイや美しい写真集をめくり、安らかな気持ちを取り戻してみましょう。いい夢を見て、明朝は気持ちよく目覚められます。;61|恋に関する通信運が良好な日。待っていた返事はもらえそう。異性からの電話やメールなどで、気分がすっきりさせることができるでしょう。質問したいことがあるなら、今日のうちに聞いてしまうのがおすすめです。;5|大きな買い物をするかしないか、なかなか決められず、イライラしてしまいそう。;3|やる気が出ないと感じたら、明日にまわしたほうが吉。リフレッシュする時間も大切です。;4
2018-01-27|根をつめてしまいそう。適度に休憩を<br>集中力とともに、いい意味でのこだわりが増すので、ひとつのことに取り組むのに向いています。でも、その一方で、無意識のうちに根をつめてしまいそう。体力を度外視してしまう傾向も強いので、一日が終わる頃には、なにもできないほどぐったりしてしまうこともありそう。今日は一定の時間、すべきことをしたら、必ず休憩を入れるようにしてくださいね。そのときに甘いものや、あなたが住む地域の伝統料理が、体力の回復に一役買ってくれますよ。;55|自分のやり方にこだわりすぎて、周りのアドバイスなどが生かされにくいよう。しかし、今日は自分の意志に従いましょう。「こうしたい」という希望を今のうちに固めておくことで、恋愛面でいいことが起こります。;4|ヘソクリが目標額に達するかも。まだ使わず、ピンチのときのためにとっておくといいでしょう。;5|いい仕事をするには健康が第一。仕事の合間のジャンクフードは控えましょう。;1
2018-01-28|向学心を大いに刺激される日<br>学ぶことにツキがある、幸せな日になるでしょう。以前から興味があったことについて、いい指導者と出会えたり、自分に合うテキストが見つかったりして、向学心を大いに刺激されそう。特に、アートやファッションに関することなどは、星の助けが得られそうなので研究をおすすめします。夜はメールやチャットがいい気晴らしになりそう。冗談を言い合って一緒に笑えるような旧友とのひとときが、とても貴重な時間になるでしょう。;97|異性とより親しい関係になれ、そんなあなたをサポートしてくれる人も増えるでしょう。その異性とそのまま恋に落ちる可能性もありますし、その人がステキな友人を紹介してくれて、新たな恋が始まる予感も。前向きになって。;9|生活に必要な備品を安く調達できそう。チラシや店頭広告は、要チェックです。;8|おいしい差し入れ、ステキな会食に恵まれそう。ただし、食べすぎにご用心。;9
2018-01-29|コミュニケーションがスムーズ<br>周囲とのコミュニケーションがスムーズに取れる日。実際に顔と顔を合わせての会話はもちろん、SNS上でのやりとりも盛り上がり、楽しいひとときとなるでしょう。できるだけ実りあるものにしたいなら、唐突に話題を変えてみて。「そういえば」「全然、関係ないんだけど」とワンクッション入れることで、どんどん話が広がり、よく知っていると思っていた人の意外な面を発見できるなど、目からウロコが落ちるような体験をしそうです。;91|恋愛運は低迷。いいと思う人には敬遠され、苦手なタイプからしつこく言い寄られることになるかもしれません。また、同情を愛情と混同しがちなので、もっと自分の気持ちを深く掘り下げてみること。八方美人になりがちな点にも注意を。;3|エコロジーと省エネを考えてある製品にツキがありそう。光熱費の節約を考えてみてください。;10|打ち合わせでは相手に主導権を握らせたほうが、あなたの実力を発揮できます。;10
